Date,Facility Type,State,Canonical Facility Name,Pop Tested,Pop Tested Positive,Pop Tested Negative,Pop Deaths,Staff Tested,Staff Tested Positive,Staff Tested Negative,Staff Deaths,Source,Compilation,Notes
2020-04-28,State Prisons,Kentucky,Kentucky State Penitentiary,,0,,0,,0,,0,https://corrections.ky.gov/facilities/pages/covid19.aspx,Recidiviz,
2020-04-28,State Prisons,Maryland,"Maryland Reception, Diagnostics and Classification Center",,2,,,,27,,,https://news.maryland.gov/dpscs/covid-19/,Recidiviz,
2020-04-28,State Prisons,South Dakota,South Dakota State Penitentiary,,,11,,,2,15,,https://doc.sd.gov/about/Coronavirus.aspx,Recidiviz,Just found updated grid. They mention cases in a newsletter 
2020-04-28,State Prisons,Maryland,Western Correctional Institution - Cumberland,,0,,,,2,,,https://news.maryland.gov/dpscs/covid-19/,Recidiviz,
2020-04-28,State Prisons,Maryland,Patuxent Institution,,13,,,,22,,,https://news.maryland.gov/dpscs/covid-19/,Recidiviz,
2020-04-28,State Prisons,Maryland,Baltimore City Detention Center,,,,,,,,,,,
2020-04-28,State Prisons,Maryland,Roxbury Correctional Institution,,1,,,,0,,,https://news.maryland.gov/dpscs/covid-19/,Recidiviz,
2020-04-28,State Prisons,Maryland,Jessup Correctional Institution,,17,,1,,35,,,https://news.maryland.gov/dpscs/covid-19/,Recidiviz,
2020-04-28,State Prisons,Michigan,Woodland Center Correctional Facility,19,8,11,1,,15,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-28,State Prisons,Michigan,Pugsley Correctional Facility - CLOSED,,,,,,,,,,,
2020-04-28,State Prisons,Michigan,Michigan Reformatory,2,0,2,,,,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-28,State Prisons,Maryland,Youth Detention Center,,0,,,,2,,,https://news.maryland.gov/dpscs/covid-19/,Recidiviz,
2020-04-28,State Prisons,Tennessee,Turney Center Industrial Complex - Only,275,38,235,,,,,,https://www.tn.gov/content/tn/correction.html,Recidiviz,
2020-04-28,State Prisons,Indiana,Putnamville Correctional Facility,,0,,0,,0,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-28,State Prisons,Indiana,Correctional Industrial Facility,,0,,0,,1,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-28,State Prisons,Michigan,Detroit Detention Center,,,,,,4,,,N/A,Recidiviz,
2020-04-28,State Prisons,Kentucky,Lee Adjustment Center,,0,,0,,0,,0,https://corrections.ky.gov/facilities/pages/covid19.aspx,Recidiviz,
2020-04-28,State Prisons,Kentucky,Blackburn Correctional Complex,,0,,0,,0,,0,https://corrections.ky.gov/facilities/pages/covid19.aspx,Recidiviz,
2020-04-28,State Prisons,Michigan,Richard A. Handlon Correctional Facility,1,0,1,,,,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-28,State Prisons,Kentucky,Roederer Correctional Complex,,1,,0,,1,,0,https://corrections.ky.gov/facilities/pages/covid19.aspx,Recidiviz,
2020-04-28,State Prisons,Hawaii,Kulani Correctional Facility – Hilo (KCF),0,0,0,,,,,,https://dps.hawaii.gov/blog/2020/03/17/coronavirus-covid-19-information-and-resources/,Recidiviz,
2020-04-28,State Prisons,Maine,ALL MAINE STATE JUVENILE FACILITIES,1,0,0,,,,,,https://www.maine.gov/corrections/index.shtml,Recidiviz,"click on COVID-19 dashboard, check date at bottom"
2020-04-28,State Prisons,Michigan,Alger Correctional Facility,2,0,2,,,,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,You might have to scroll down a bit to find the grids
2020-04-28,State Prisons,Michigan,Baraga Correctional Facility,0,0,0,,,,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-28,State Prisons,Maryland,Dorsey Run Correctional Facility,,4,,,,22,,,https://news.maryland.gov/dpscs/covid-19/,Recidiviz,
2020-04-28,State Prisons,Indiana,South Bend Community Re-entry Center,,0,,0,,0,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-28,State Prisons,Michigan,Chippewa Correctional Facility,2,0,1,,,,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-28,State Prisons,Maryland,Maryland Correctional Institution for Women - Jessup,,11,,,,25,,,https://news.maryland.gov/dpscs/covid-19/,Recidiviz,
2020-04-28,State Prisons,Tennessee,Northeast Correctional Complex - Mountain City,1,0,1,,,,,,https://www.tn.gov/content/tn/correction.html,Recidiviz,
2020-04-28,State Prisons,Hawaii,Waiawa Correctional Facility – Waipahu (WCF),1,0,1,,,,,,https://dps.hawaii.gov/blog/2020/03/17/coronavirus-covid-19-information-and-resources/,Recidiviz,
2020-04-28,State Prisons,Maryland,North Branch Correctional Institution - Cumberland,,0,,,,1,,,https://news.maryland.gov/dpscs/covid-19/,Recidiviz,
2020-04-28,County Jails,Massachusetts,Middlesex House of Correction and Jail,133,60,,,,15,,,https://www.middlesexsheriff.org/covid19,Recidiviz,45 inmate recoveries; 8 staff recoveries; 3 inmate hospitalizations 
2020-04-28,State Prisons,Indiana,Heritage Trail Correctional Facility,,12,,0,,5,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-28,State Prisons,Kentucky,Bell County Forestry Camp,,0,,0,,0,,0,https://corrections.ky.gov/facilities/pages/covid19.aspx,Recidiviz,
2020-04-28,State Prisons,Tennessee,West Tennessee State Penitentiary - Henning,1,0,1,,,,,,https://www.tn.gov/content/tn/correction.html,Recidiviz,
2020-04-28,State Prisons,Michigan,Cooper Street Correctional Facility,3,0,2,,,1,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-28,State Prisons,Michigan,Oaks Correctional Facility,2,0,2,,,,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-28,State Prisons,Tennessee,Northwest Correctional Complex - Tiptonville,902,38,826,,,,,,https://www.tn.gov/content/tn/correction.html,Recidiviz,
2020-04-28,State Prisons,Michigan,Thumb Correctional Facility,51,29,14,1,,9,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-28,County Jails,North Carolina,Mecklenburg County Jail Central,,0,,0,,2,,0,jhampton@clevelandcountyOK.com,Recidiviz,2 suspected cases in staff members
2020-04-28,State Prisons,Michigan,Central Michigan Correctional Facility,17,0,16,,,,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-28,State Prisons,Michigan,Kinross Correctional Facility,9,1,8,,,,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-29,State Prisons,Indiana,Indianapolis Re-entry Educational Facility,,,,,,,,,,,
2020-04-29,State Prisons,Indiana,Reception Diagnostic Center,,11,,0,,10,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-29,State Prisons,Indiana,New Castle Correctional Facility,,1,,0,,0,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-29,State Prisons,Tennessee,Trousdale Turner Correctional Center,250,94,149,,,,,,https://www.tn.gov/content/tn/correction.html,Recidiviz,
2020-04-29,State Prisons,South Dakota,South Dakota Women's Prison,,1,29,0,,0,5,0,https://doc.sd.gov/about/Coronavirus.aspx,Recidiviz,
2020-04-29,State Prisons,Michigan,Ionia Correctional Facility,14,2,12,,,,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-29,County Jails,Iowa,Linn County Correctional Facility,,0,,0,,3,,0,Brian.Gardner@linncounty.org,Recidiviz,"sheriff@linncounty.org, sheriff@linncounty.org"
2020-04-29,County Jails,Florida,Leon County Jail,,,,,,0,,,http://www.dc.state.fl.us/comm/covid-19.html,Recidiviz,Community Corrections Region 1 - No inmate info
2020-04-29,State Prisons,South Dakota,Jamestown Annex,,1,20,0,,2,12,0,,Recidiviz,
2020-04-29,State Prisons,Tennessee,Bledsoe County Correctional Complex,,583,,,,,,,https://www.tn.gov/content/tn/correction.html,Recidiviz,
2020-04-29,State Prisons,Michigan,G. Robert Cotton Correctional Facility,445,136,307,,,15,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-29,State Prisons,Rhode Island,ALL OF RHODE ISLAND STATE PRISONS,,0,,,,10,,,"https://www.facebook.com/RhodeIslandDOC/,https://www.facebook.com/RhodeIslandDOC/",Recidiviz,"RI DOC updates on facebook daily with a total that isn't facility specific,RI DOC updates on facebook daily with a total that isn't facility specific"
2020-04-29,State Prisons,Tennessee,Mark H. Luttrell Correctional Center - Memphis,2,1,1,,,,,,https://www.tn.gov/content/tn/correction.html,Recidiviz,Now called Mark Luttrell Transition Center
2020-04-29,County Jails,Florida,Montgomery Correctional Center,,,,,,3,,,http://www.dc.state.fl.us/comm/covid-19.html,Recidiviz,Community Corrections Region 2 - No inmate info
2020-04-29,State Prisons,South Dakota,South Dakota Women's Prison Unit E,,0,0,0,,0,0,0,,Recidiviz,
2020-04-29,State Prisons,Maine,ALL MAINE STATE ADULT FACILITIES,22,0,20,,,,,,https://www.maine.gov/corrections/index.shtml,Recidiviz,"click on COVID-19 dashboard, check date at bottom"
2020-04-29,State Prisons,Indiana,Edinburgh Correctional Facility,,5,,0,,9,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-29,State Prisons,Indiana,Madison Juvenile Correctional Facility,,,,,,,,,,,
2020-04-29,State Prisons,Hawaii,Halawa Correctional Facility – Aiea (HCF),3,0,3,,,,,,https://dps.hawaii.gov/blog/2020/03/17/coronavirus-covid-19-information-and-resources/,Recidiviz,
2020-04-29,State Prisons,Michigan,St. Louis Correctional Facility,5,0,4,,,,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-29,State Prisons,Hawaii,Saguaro Correctional Facility,1,0,1,,,,,,https://dps.hawaii.gov/blog/2020/03/17/coronavirus-covid-19-information-and-resources/,Recidiviz,Kayla added 4.22 - Private prison in Arizona that contracts with the state of Hawaii to house Hawaii inmates on the mainland
2020-04-29,State Prisons,Michigan,West Shoreline Correctional Facility - CLOSED,,,,,,,,,,,
2020-04-29,State Prisons,Indiana,Madison Correctional Facility,,0,,0,,4,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-29,State Prisons,Hawaii,Women's Community Correctional Center – Kailua (WCCC),1,0,1,,,,,,https://dps.hawaii.gov/blog/2020/03/17/coronavirus-covid-19-information-and-resources/,Recidiviz,
2020-04-29,State Prisons,Michigan,Earnest C. Brooks Correctional Facility,6,0,6,,,,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-29,State Prisons,Michigan,Muskegon Correctional Facility,2,0,2,,,,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-29,State Prisons,Indiana,Camp Summit Boot Camp,,,,,,,,,,,
2020-04-29,State Prisons,Indiana,Chain O'Lakes Correctional Facility,,0,,0,,0,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-29,State Prisons,Michigan,Marquette Branch Prison,21,0,20,,,,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-29,County Jails,Maryland,Kent County Detention Center,,0,,0,,0,,0,tscott@kentgov.org,Recidiviz,
2020-04-29,State Prisons,Indiana,Rockville Correctional Facility,,0,,0,,5,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-29,County Jails,Maryland,Arlington County Jail,,0,,0,,1,,0,tjohnson@arlingtonva.us,Recidiviz,
2020-04-29,State Prisons,South Dakota,Rapid City Trustee Unit (Community Works Center),,0,0,0,,0,1,0,https://doc.sd.gov/,Recidiviz,
2020-04-29,State Prisons,Kentucky,Kentucky Correctional Institute for Women,,0,,0,,0,,0,https://corrections.ky.gov/facilities/pages/covid19.aspx,Recidiviz,
2020-04-29,State Prisons,Indiana,Indiana State Prison,,0,,0,,8,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-29,State Prisons,Indiana,Logansport Intake Facility (LCU),,0,,0,,0,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,Added by Kayla 4.29.2020 - related to Logansport Juvenile Correctional Facility but individual units that are reporting cases separately
2020-04-29,County Jails,Wisconsin,Dunn County Jail,,0,,0,,0,,0,kbygd@co.dunn.wi.us,Recidiviz,
2020-04-29,County Jails,Ohio,Cuyahoga County Jail,,66,,,,,,,jblatnik@cuyahogacounty.us,Recidiviz,13 pending tests
2020-04-29,County Jails,Tennessee,Davidson County Correctional Development Center,,10,,0,,,,,KWest@dcso.nashville.org,Recidiviz,7 inmates tested positve then recovered
2020-04-29,State Prisons,Michigan,Carson City Correctional Facility,13,0,11,,,,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-29,State Prisons,Michigan,Ojibway Correctional Facility - CLOSED,,,,,,,,,,,
2020-04-29,State Prisons,Indiana,Branchville Correctional Facility,,6,,0,,3,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-29,State Prisons,Indiana,Plainfield Correctional Facility,,89,,4,,29,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-29,State Prisons,Kentucky,Little Sandy Correctional Complex,,0,,0,,0,,0,https://corrections.ky.gov/facilities/pages/covid19.aspx,Recidiviz,
2020-04-29,State Prisons,Wisconsin,Green Bay Correctional Institution,,,,,,1,,,https://doc.wi.gov/Pages/COVID19(Coronavirus)/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx,Recidiviz,
2020-04-29,State Prisons,Michigan,Detroit Reentry Center,32,19,13,2,,14,,1,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-29,State Prisons,Indiana,LaPorte Juvenile,,0,,0,,0,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-29,State Prisons,Wisconsin,ALL WISCONSIN STATE PRISONS,133,15,109,,,13,,,https://doc.wi.gov/Pages/COVID19(Coronavirus)/COVID19.aspx,Recidiviz,
2020-04-29,State Prisons,Indiana,Wabash Valley Correctional Facility,,4,,0,,7,,1,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-29,State Prisons,Indiana,Pendleton Juvenile Correctional Facility,,0,,0,,16,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-29,State Prisons,Michigan,Parnall Correctional Facility,207,170,30,8,,72,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-29,State Prisons,Kentucky,Eastern Kentucky Correctional Complex,,0,,0,,0,,0,https://corrections.ky.gov/facilities/pages/covid19.aspx,Recidiviz,
2020-04-29,State Prisons,Michigan,Newberry Correctional Facility,18,1,15,,,,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-29,State Prisons,South Dakota,Yankton Trustee Unit (Community Works Center),,0,2,0,,0,1,0,https://doc.sd.gov/,Recidiviz,Also called Yankton Community Work Center
2020-04-29,County Jails,Florida,Miami Dade County Jail,,,,,,5,,,http://www.dc.state.fl.us/comm/covid-19.html,Recidiviz,Community Corrections Region 4 - No Inmate info
2020-04-29,State Prisons,Tennessee,South Central Correctional Facility,2,0,1,,,,,,https://www.tn.gov/content/tn/correction.html,Recidiviz,
2020-04-29,State Prisons,Indiana,Miami Correctional Facility,,2,,1,,1,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-29,State Prisons,Michigan,Saginaw Correctional Facility,19,1,15,,,2,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-29,State Prisons,Michigan,Gus Harrison Correctional Facility,34,16,11,,,10,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-29,State Prisons,South Dakota,Mike Durfee State Prison,,0,10,0,,0,5,0,https://doc.sd.gov/about/Coronavirus.aspx,Recidiviz,
2020-04-29,State Prisons,Indiana,Indiana Women's Prison,,14,,0,,7,,1,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-29,State Prisons,Michigan,Charles Egeler Reception and Guidance Center,52,30,20,4,,20,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-29,State Prisons,Wisconsin,Columbia Correctional Institution,,,,,,4,,,https://doc.wi.gov/Pages/COVID19(Coronavirus)/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx,Recidiviz,
2020-04-29,State Prisons,Tennessee,Turney Center Annex,38,2,36,,,,,,https://www.tn.gov/content/tn/correction.html,Recidiviz,
2020-04-29,State Prisons,Kentucky,Kentucky State Reformatory,,0,,0,,0,,0,https://corrections.ky.gov/facilities/pages/covid19.aspx,Recidiviz,
2020-04-29,County Jails,Minnesota,Hennepin County Jail,150,2,137,0,,,,,https://www.hennepinsheriff.org/jail-warrants/jail-information/COVID-19,Recidiviz,Rob.Allen@hennepin.us says no deaths
2020-04-29,State Prisons,Indiana,Pendleton Correctional Facility,,43,,1,,11,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-29,State Prisons,Indiana,Westville Correctional Facility,,146,,1,,38,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-29,State Prisons,Tennessee,Hardeman County Correctional Center,3,0,2,,,,,,https://www.tn.gov/content/tn/correction.html,Recidiviz,
2020-04-29,State Prisons,Michigan,Duane Waters Health Center,63,30,32,2,,,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-29,State Prisons,Wisconsin,Milwaukee Secure Detention Facility,,,,,,6,,,https://doc.wi.gov/Pages/COVID19(Coronavirus)/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx,Recidiviz,
2020-04-29,State Prisons,Wisconsin,Felmers O. Chaney Correctional Center,,,,,,1,,,https://doc.wi.gov/Pages/COVID19(Coronavirus)/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx,Recidiviz,
2020-04-29,State Prisons,Tennessee,Whiteville Correctional Facility,2,0,2,,,,,,https://www.tn.gov/content/tn/correction.html,Recidiviz,
2020-04-29,State Prisons,Kentucky,Western Kentucky Correctional Complex,,0,,0,,0,,0,https://corrections.ky.gov/facilities/pages/covid19.aspx,Recidiviz,
2020-04-29,State Prisons,Michigan,Bellamy Creek Correctional Facility,10,0,10,,,,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-29,State Prisons,Michigan,Women's Huron Valley Correctional Facility,114,76,29,3,,21,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-29,State Prisons,Kentucky,Green River Correctional Complex,,46,,2,,29,,0,https://corrections.ky.gov/facilities/pages/covid19.aspx,Recidiviz,
2020-04-29,State Prisons,Kentucky,Luther Luckett Correctional Complex,,0,,0,,0,,0, https://corrections.ky.gov/facilities/pages/covid19.aspx,Recidiviz,
2020-04-29,State Prisons,Tennessee,Morgan County Correctional Complex - Wartburg,0,0,0,,,,,,https://www.tn.gov/content/tn/correction.html,Recidiviz,
2020-04-29,State Prisons,Puerto Rico,DCR - Adult Facilities,,0,,0,,0,,0,http://dcr.pr.gov/covid-19/,Recidiviz, Data is coming from El Departamento de Correccón y Rehabilitación (total)
2020-04-29,County Jails,California,Los Angeles Sherrif's Department,,107,188,,,,,,https://lasd.org/covid19updates/,Recidiviz,"Scroll down to read the totals in the bullet points. 29 inmates fully recovered, 61 in isolation"
2020-04-29,State Prisons,Michigan,Macomb Correctional Facility,109,91,16,5,,27,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-29,County Jails,New York,ALL JAILS IN NEW YORK,,379,,3,,1005,,,https://www1.nyc.gov/site/boc/covid-19.page,Recidiviz,"inmate numbers are for current inmates only, not cumulative"
2020-04-29,State Prisons,Michigan,Special Alternative Incarceration Facility - CLOSED,,,,,,,,,,,
2020-04-29,State Prisons,Tennessee,Riverbend Maximum Security Institution - Nashville,2,1,1,,,,,,https://www.tn.gov/content/tn/correction.html,Recidiviz,
2020-04-29,State Prisons,Michigan,Lakeland Correctional Facility,1403,785,618,13,,31,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-29,State Prisons,Tennessee,Tennessee Prison for Women - Nashville,5,0,4,,,,,,https://www.tn.gov/content/tn/correction.html,Recidiviz,
2020-04-29,State Prisons,Kentucky,Northpoint Training Center,,0,,0,,0,,0,https://corrections.ky.gov/facilities/pages/covid19.aspx,Recidiviz,
2020-04-29,State Prisons,Indiana,Logansport Juvenile Correctional Facility,,0,,0,,0,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-29,State Prisons,Kentucky,Kentucky State Penitentiary,,0,,0,,0,,0,https://corrections.ky.gov/facilities/pages/covid19.aspx,Recidiviz,
2020-04-29,State Prisons,South Dakota,South Dakota State Penitentiary,,0,11,0,,0,4,0,https://doc.sd.gov/about/Coronavirus.aspx,Recidiviz,Just found updated grid. 
2020-04-29,County Jails,Wisconsin,Winnebago County Jail,,0,,0,,0,,0,tChristie@co.winnebago.wi.us,Recidiviz,
2020-04-29,County Jails,Washington,Spokane County Jail,,0,,0,,0,,0,jcwebley@spokanecounty.org,Recidiviz,
2020-04-29,State Prisons,Puerto Rico,DCR - Juvenile,,2,,0,,5,,0,,Recidiviz,As of 4/28
2020-04-29,State Prisons,Michigan,Woodland Center Correctional Facility,19,8,11,1,,15,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-29,State Prisons,Michigan,Pugsley Correctional Facility - CLOSED,,,,,,,,,,,
2020-04-29,State Prisons,Michigan,Michigan Reformatory,2,0,2,,,,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-29,State Prisons,Tennessee,Turney Center Industrial Complex - Only,275,38,237,,,,,,https://www.tn.gov/content/tn/correction.html,Recidiviz,
2020-04-29,State Prisons,Indiana,Putnamville Correctional Facility,,1,,0,,0,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-29,State Prisons,Indiana,Correctional Industrial Facility,,0,,0,,1,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-29,State Prisons,Michigan,Detroit Detention Center,,,,,,4,,,N/A,Recidiviz,
2020-04-29,State Prisons,Kentucky,Lee Adjustment Center,,0,,0,,0,,0,https://corrections.ky.gov/facilities/pages/covid19.aspx,Recidiviz,
2020-04-29,County Jails,California,San Francisco Sherrif's Department,,,,,,,,,,,
2020-04-29,State Prisons,Kentucky,Blackburn Correctional Complex,,0,,0,,0,,0,https://corrections.ky.gov/facilities/pages/covid19.aspx,Recidiviz,
2020-04-29,State Prisons,Michigan,Richard A. Handlon Correctional Facility,1,0,1,,,,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-29,State Prisons,Kentucky,Roederer Correctional Complex,,1,,0,,1,,0,https://corrections.ky.gov/facilities/pages/covid19.aspx,Recidiviz,
2020-04-29,State Prisons,South Dakota,Pierre Community Works Center,,0,0,0,,0,5,0,,Recidiviz,
2020-04-29,State Prisons,Hawaii,Kulani Correctional Facility – Hilo (KCF),0,0,0,,,,,,https://dps.hawaii.gov/blog/2020/03/17/coronavirus-covid-19-information-and-resources/,Recidiviz,
2020-04-29,State Prisons,Maine,ALL MAINE STATE JUVENILE FACILITIES,1,0,1,,,,,,https://www.maine.gov/corrections/index.shtml,Recidiviz,"click on COVID-19 dashboard, check date at bottom"
2020-04-29,County Jails,South Carolina,Charleston County Detention,,13,,0,,,,,rantonio@charlestoncounty.org,Recidiviz,https://sheriff.charlestoncounty.org/general-inquiries.php
2020-04-29,County Jails,South Dakota,Walworth County Jail,,0,,0,,,,0,wcsheriff631a@outlook.com,Recidiviz,2 suspected positive inmates
2020-04-29,State Prisons,Michigan,Alger Correctional Facility,2,0,2,,,,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,You might have to scroll down a bit to find the grids
2020-04-29,State Prisons,Michigan,Baraga Correctional Facility,0,0,0,,,,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-29,State Prisons,Indiana,South Bend Community Re-entry Center,,0,,0,,0,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-29,State Prisons,Michigan,Chippewa Correctional Facility,2,0,1,,,,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-29,State Prisons,Tennessee,Northeast Correctional Complex - Mountain City,1,0,1,,,,,,https://www.tn.gov/content/tn/correction.html,Recidiviz,
2020-04-29,State Prisons,Hawaii,Waiawa Correctional Facility – Waipahu (WCF),1,0,1,,,,,,https://dps.hawaii.gov/blog/2020/03/17/coronavirus-covid-19-information-and-resources/,Recidiviz,
2020-04-29,State Prisons,South Dakota,Sioux Falls Community Works Center,,0,0,0,,0,1,0,,Recidiviz,
2020-04-29,County Jails,Florida,Hillsborough Sherrif's Department/ County Jail,,,,,,3,,,http://www.dc.state.fl.us/comm/covid-19.html,Recidiviz,Community Corrections Region 3 - No inmate info
2020-04-29,State Prisons,Indiana,Heritage Trail Correctional Facility,,12,,0,,9,,0,https://www.in.gov/idoc/3780.htm,Recidiviz,
2020-04-29,State Prisons,Kentucky,Bell County Forestry Camp,,0,,0,,0,,0,https://corrections.ky.gov/facilities/pages/covid19.aspx,Recidiviz,
2020-04-29,State Prisons,Tennessee,West Tennessee State Penitentiary - Henning,1,0,1,,,,,,https://www.tn.gov/content/tn/correction.html,Recidiviz,
2020-04-29,State Prisons,Michigan,Cooper Street Correctional Facility,3,0,2,,,1,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
2020-04-29,State Prisons,Michigan,Oaks Correctional Facility,2,0,2,,,,,,https://medium.com/@MichiganDOC/mdoc-takes-steps-to-prevent-spread-of-coronavirus-covid-19-250f43144337,Recidiviz,
